Ad technology provider;Privacy URL
Duration Media;https://durationmedia.net/services-privacy-policy/
DynAd;https://www.dynad.net/en/privacy-and-terms.html
DYNADMIC;https://eu.dynadmic.com/privacy-policy/
DynAdmic Corporation;http://us.dynadmic.com/privacy-policy/
Dynamic 1001 GmbH;https://www.dynamic1001.com/Datenschutz.aspx
Dynamic Yield;https://www.dynamicyield.com/gdpr/
Dynamo.video;https://dynamo.video/en/privacy-policy/
Dynata;https://www.opinionoutpost.co.uk/en-gb/policies/privacy
E-Contenta;https://e-contenta.com/en/privacy/
E-Planning;https://www.e-planning.net/en/privacy.html
E.ON Energie Deutschland GmbH;https://www.eon.de/de/pk/datenschutz.html
Eacnur;https://eacnur.org/es/politica-privacidad
EASY Marketing GmbH;https://www.easy-m.de/datenschutzerklaerung
EASYmedia;https://www.rvty.net/gdpr
EasyPlatform;https://easyplatform.com/policy.php
eBay;https://www.ebay.com/help/policies/member-behaviour-policies/user-privacy-notice-privacy-policy?id=4260#section12
ebuilders;https://www.mediamonks.com/privacy-notice
econda GmbH;https://www.econda.de/service/datenschutz/
Edge NPD;http://edgenpd.com/privacy-policy/
Edge226 Ltd;https://edge226.com/privacy-policy/
EDO;https://www.edo.com/legal/privacy-policy
Effinity;https://www.effiliation.com/politique-confidentialite.html
EFICIENS;https://www.eficiens.com/privacy/
eLabz SRL;https://outpush.io/privacy-policy/
EliteAppgrade;https://eliteappgrade.com/privacy-policy
eMarketingSolutions;https://emarketingsolutions.es/privacy-policy
EMBRACE Systems GmbH;https://www.embrace.systems/datenschutz-embrace-platform
Emerse;https://www.emerse.com/privacy-policy/
emetriq;https://www.emetriq.com/datenschutz/
Emodo;https://www.emodoinc.com/privacy-policy/
Empower AdTech;https://www.empower.net/privacy
EMX Digital;https://enginemediaexchange.com/terms-and-conditions/
Enbritely;https://enbrite.ly/privacy
Encore Digital Media;https://www.encoredigitalmedia.net/privacy-policy
engageBDR;http://engagebdr.com/terms/EngageBDR_Buyer_Addendum_December_2015.pdf
Ensighten;https://www.ensighten.com/privacy-policy/
ENVISIONX LTD;http://envisionx.co/privacy
Epic Combo;http://adagnit.io/privacy-policy/
Epom;https://epom.com/privacy-policy
Epsilon;https://www.conversantmedia.eu/legal/privacy-policy
Erate;http://www.eratead.com/privacy_policy.pdf
Ermes;https://www.ermes.ai/politique-de-confidentialite/
ESB Connect Limited;https://privacy.opt-me-in.com
esome advertising technologies gmbh;https://www.esome.com/en/data-privacy/
ETARGET;https://sk.search.etargetnet.com/policy.html
ETERNA;https://www.eterna.de/datenschutz
Eulerian Technologies;https://www.eulerian.com/en/privacy/
Euvic 360e-com;https://www.clickonometrics.com/optout/
EVC;http://morequalifiedleads.co.uk/privacy.html
Everflow – Partner Marketing Platform;https://www.everflow.io/legal/gdpr-policy
Evidon;https://www.crownpeak.com/privacy
Evolution Tech;https://e-volution.ai/privacy-policy-3/
Evorra Ltd;https://evorra.com/product-privacy-policy/
EX.CO Technologies Ltd ;https://ex.co/privacy-policy/
Exactag;https://www.exactag.com/en/data-privacy
EXADS;https://www.exads.com/privacy-policy
Exceed Solutions GmbH;https://recova.ai/privacy-policy
Exit Bee Limited;https://www.exitbee.com/privacy/
EXOCLICK, S.L.;https://www.exoclick.com/privacy-policy/
Expedia, Inc.;https://www.expedia.co.uk/p/support/privacy
Experian LTD;https://www.experian.co.uk/privacy/consumer-information-portal/
Exponential;http://exponential.com/privacy/
Exposebox;https://exposebox.com/privacy-policy/
Extreme Reach;https://extremereach.com/privacy-policy/
Eyeota;https://www.eyeota.com/eyeota-marketplace-privacy-policy
Ezoic Inc.;https://www.ezoic.com/privacy/
F Sharp;https://fsharp.co/privacy-policy
F@N communications;https://www.fancs.com/privacypolicy
Factor Eleven;https://de.f11-ads.com/privacy.php?lang=1
Factual Inc.;https://www.factual.com/privacy
Fandom, Inc.;https://www.fandom.com/privacy-policy
FeedAd GmbH;https://feedad.com/privacy/
Feeltapmedia Limited;https://feeltapmedia.com/Privacy-policy/
FIDUCIA DLT;https://www.fiducia.eco/privacy
Fifty Technology Limited;https://fifty.io/privacy-policy
FireArc Technologies Ltd;https://www.carambola.com/privacypolicy
First-id;https://www.first-id.fr/politique-de-confidentialite
firststars;https://firststars.de/datenschutzeinstellungen
Fiverr;https://www.fiverr.com/privacy-policy
Flarie;https://flarie.com/privacy
Flashtalking by Mediaocean;https://www.flashtalking.com/privacypolicy
Flexitive;https://app.flexitive.com/signup/privacy
Flexoffers.com, LLC;https://www.flexoffers.com/privacy-policy/
fluct;https://corp.fluct.jp/privacy/
Flyads OÜ;https://flyads.com/privacy-policy
FLYWHEEL;https://www.flywheel.jp/privacy-policy/
Footballco Media Limited;https://www.goal.com/en-gb/legal/privacy-policy
Forbes;https://www.forbes.com/privacy/english/
Foreshadow s.r.o;https://hodokudsp.com/privacy-policy/
FORTVISION;https://www.fortvision.com/privacy-policy/index.html
Foursquare;https://foursquare.com/legal/privacy
Fractional Media;https://www.fractionalmedia.com/privacy-policy
Frameplay Corporation;https://www.frameplay.gg/terms
FranceTV Publicité;https://www.francetelevisions.fr/groupe/confidentialite/politique-de-confidentialite/quels-sont-mes-droits-et-comment-les-exercer-35
fraud0;https://www.fraud0.com/privacy-policy/
Fraudlogix;http://www.fraudlogix.com/privacy-policy/
FreeWheel;https://www.freewheel.com/privacy-policy
Fresh8 Gaming;https://www.fresh8gaming.com/privacy
Frii ApS;https://www.friidigital.io/privacy
Frozen Tracks Technologies GmbH;https://trck.fttrck.net/privacy-policy
FRVR Limited;https://frvr.com/legal#PrivacyPolicy
FUNKE Digital GmbH;https://funkedigital.de/datenschutzerklaerung/
Furniture Village;https://www.furniturevillage.co.uk/privacy-policy.html
FXCM.com;https://www.fxcm.com/uk/legal/data-protection-rights/
Gadsme;https://www.gadsme.com/privacy-policy/
GameAnalytics ApS;https://gameanalytics.com/trust/privacy/privacy-notice
Gameloft SE;https://www.gameloft.com/en/privacy-notice
Gamesight;https://console.gamesight.io/privacy-policy
GAMNED;https://www.gamned.com/privacy-policy/
Gamoshi Ltd;https://www.gamoshi.com/privacy-policy
GDM Services, Inc d/b/a Fiksu DSP;https://fiksu.com/gdpr/
GeistM Technologies LTD;https://geistm.com/legal/privacy
Gemius;https://www.gemius.com/cookie-policy.html
Genius Sports Media Inc.;https://www.geniussports.com/policies/media-buying-services-and-tcf-privacy-notice/
GeoEdge;https://www.geoedge.com/privacy-policy/
geolad GmbH;https://geolad.com/privacy/
GeoProve Limited;https://www.geoprove.io/?page_id=222
Gesher Software LTD dba bridgeupp;https://bridgeupp.com/PrivacyPolicy.html
GetIntent;https://getintent.com/privacy/
Getquanty;http://www.getquanty.com/mentions-legales/
GfK;https://sensic.net/
Giantmedia;http://giantmedia.com/about-giant/privacy-policy/
giosg.com Oy;https://www.giosg.com/privacy-policy
Glassdoor, Inc.;https://www.glassdoor.com/gdpr/index.htm
Global Media Group Services Limited;https://global.com/legal/privacy-policy/
GlobalWebIndex;http://legal.trendstream.net/non-panellist_privacy_policy
glomex GmbH;https://www.glomex.com/en/privacy-policy/privacy-notice-for-the-glomex-player/
Glui;https://www.glui.io/policy
Go Mobile;https://gotechnology.io/privace-policy-adx.html
Go Mobile Inc;https://gonet-ads.com/policy.html
Go See TV Limited;https://www.goseetv.media/privacy
GO.PL;https://go.pl/polityka-bezpieczenstwa-danych-osobowych/
GoBID;https://gobid.auction/privacy-policy/
Goldbach Group AG;https://goldbach.com/ch/en/privacy-policy/goldbach-group
Golden Bees;https://applies.goldenbees.fr/privacyPolicy/fr
GoldSpot Media;https://corp.fluct.jp/privacy/gsm/
Good-Loop;https://doc.good-loop.com/policy/privacy-policy.html
Goodeed;https://goodeed.com/knowmore/privacypolicy
Goodway Group;https://goodwaygroup.com/privacy-policy/
Gourmet Ads Pty Ltd;https://www.gourmetads.com/about/privacy-policy/
GP One;http://www.gsi-one.org/templates/gsi/en/files/privacy_policy.pdf
Grabit Interactive;https://kervit.com/privacy-policy/
Graphyte;https://graphyte.ai/privacy-policy/
Greenbids;https://www.greenbids.ai/privacy
Gridsum;https://ad2.gridsumdissector.com/about-googleadwords-privacy?lang=en
GroovinAds;http://www.groovinads.com/en#privacy_modal
GroundhogTech;https://www.ghtinc.com/privacy-policy/
GroundTruth;https://www.groundtruth.com/privacy-policy/
Groupe Canal+;https://canalplus.com/cookies/
GROUPE M6;https://www.6play.fr/politique-de-confidentialite
GroupM;https://www.greenhousegroup.com/nl/privacy-statement
Gruuv Interactive;https://www.gruuvinteractive.com/privacy-policy/
Gruvi;http://www.gruvi.tv/gdpr
gskinner;https://createjs.com/legal/privacy.html
GumGum, Inc;https://gumgum.com/privacy-policy
Haensel AMS;https://haensel-ams.com/privacy-statement-us/
Happydemics;https://happydemics.com/en/privacy-policy
Happyfication inc;https://happyfication.com/privacy-policy/
Hargreaves Lansdown;https://www.hl.co.uk/privacy-policy
Hashtag Labs Inc.;https://hashtag-labs.com/privacy-policy.html
Hashtag'd;https://hashtagd.net/about/privacy
HasOffer - Tune, Inc;https://www.hasoffers.com/privacy-policy/
Havas Media (Artemis Alliance S.L.U.);https://www.havas.com/cookie-policy/
hbfsTech;http://www.hbfstech.com/fr/privacy.html
HEIMSPIEL Medien GmbH & Co KG;https://heimspiel.de/legal/privacy-policy-iab-vendor/
Hiili;https://hiili.org/privacy/
Hillside (Sports) GP Limited;https://www.bet365partners.com/en/privacypolicy
Hivestack Inc.;https://hivestack.com/privacy-policy
HockeyCurve;https://hockeycurve.com/optout.html
Holid AB;https://app.holid.io/assets/documents/PrivacyPolicyHolid.pdf
HONG KONG ZHIONE TECHNOLOGY CO., LIMITED;https://www.tradplusad.com/en/privacy-policy
HOPLA Ads;https://hopla.online/privacy-policy/
Hotels.com L. P.;https://uk.hotels.com/customer_care/privacy.html
Housing.com;https://housing.com/terms.html
HQ GmbH;https://www.hqgmbh.eu/datenschutz.html
Hubvisor;https://cdn.hubvisor.io/assets/policy.pdf
HueAds;https://www.hueads.com/privacypolicy.html
Human Made Machine Limited;https://surveymachine.io/#privacy
hurra.com;http://www.hurra.com/impressum
Hurst Group Limited;https://www.hurstmediacompany.co.uk/terms-conditions/
Hybrid Theory;https://hybridtheory.com/privacy-notice/
hybrid.ai;https://hybrid.ai/data_protection_policy
HYP Pty Ltd;https://www.hyp.mobi/privacy-policy
hyScore.io GmbH;https://hyscore.io/data-privacy/
hyScore.io GmbH;https://hyscore.io/data-privacy/
I.R.V. D.O.O.;https://www.contentexchange.me/privacy-policy/
IAB Tech Lab;https://www.iab.com/topics/public-policy/
iAGE Engineering;http://iageengineering.net/policy
iBILLBOARD;http://www.ibillboard.com/privacymanagement/
IBM;https://www.ibm.com/customer-engagement/digital-marketing/gdpr
ID-CLICK MEDIA / CASANEO;https://www.casaneo.io/conditions-dutilisation/
ID5 Technology Ltd;https://id5.io/platform-privacy-policy/
Ideal Media US Inc.;https://partner.idealmedia.io/pages/privacy/en/
IDG Communications, Inc. dba Foundry;https://foundryco.com/idg-privacy-policy
IGAWorks;http://www.igaworks.com/en/rule_user.html
IgnitionAI;http://www.ignition.ai/privacy-policy
Illuma Technology;https://www.weareilluma.com/end-user-policy
IMAGIN.studio;https://www.imaginstudio.com/privacy-policy
Impact;https://impact.com/privacy-policy/
impact.com;https://www.engageya.com/privacy
IMPACT+;https://impact-plus.fr/en/privacy-policy/
Impactify;https://impactify.io/privacy-policy/
Improve Digital;https://improvedigital.com/platform-privacy-policy
INCUBIQ;https://incubiq.com/privacy
Indeed;https://hrtechprivacy.com/brands/indeed#s8
Index Exchange;http://www.indexexchange.com/privacy/
INFINIA;https://www.infiniamobile.com/politica-de-privacidad/
Infolinks Media, LLC;https://www.infolinks.com/privacy-policy
INFOnline;https://www.infonline.de/datenschutz/
Ingenious Technologies;https://www.ingenioustechnologies.com/privacy-policy/
INIS sp. zo.o.;https://www.inis.pl/polityka-prywatnosci
Inmind;https://opinion.com.ua/Default.aspx?p=confidential&l=1
InMobi;https://www.inmobi.com/privacy-policy-for-eea
Innity;https://www.innity.com/privacy-policy.php
Innovid;http://www.innovid.com/privacy-policy
Inskin Media;http://www.inskinmedia.com/privacy-policy.html
Inspigroup s.r.o.;https://www.glami.cz/info/privacy/
Insticator, Inc.;https://www.insticator.com/privacy/
InsurAds Technologies SA.;https://www.insurads.com/privacy.html
Intango Ltd.;https://8proof.com/privacy.html
Integral Ad Science;http://www.integralads.com/privacy-policy
intelliAd;https://www.intelliad.de/datenschutz
Intent IQ LLC;https://www.intentiq.com/technology-privacy-policy/
internetstores GmbH;https://www.internetstores.com/en/legal/privacy-policy/
Interpolls;https://www.interpolls.com/privacy
Intimate Merger;https://corp.intimatemerger.com/privacypolicy-en/
Invibes;https://www.invibes.com/terms#privacy-policy
INVIDI technologies AB;https://www.invidi.com/privacy-policy-ad-tech-services/
IOTEC;https://www.iotecglobal.com/privacy-policy/
IPONWEB;http://www.bidswitch.com/privacy-policy/
iPROM;https://iprom.eu/privacy_policy/GDPR
iProspect;https://www.iprospect.com/en/ph/work/
IPSOS MORI UK LTD;https://iris.ipsos.com/site-centric-privacy/
IQM;https://iqm.com/privacy-policy
IQM CORPORATION;https://iqm.com/privacy-policy
ironSource Mobile;https://developers.ironsrc.com/ironsource-mobile/air/ironsource-mobile-privacy-policy
Isobar Czech Republic;https://www.isobar.com/cz/en/privacy/
Italiaonline S.p.A.;https://www.italiaonline.it/corporate/informativa-privacy/
ividence;https://ividence.com/politique-de-confidentialite/
IVO;https://ivo.io/privacy/
IVS;https://ivs.tv/privacy-policy
JamLoop;https://jamloop.com/opt-out/
Jampp;https://www.jampp.com/privacy-policy-terms-and-conditions
Jetpack;https://www.jetpack.net/privacy
Jivox;http://www.jivox.com/privacy/
Journey by CAKE;http://getcake.com/privacy-policy/#rights
Joystick Interactive;http://joystickinteractive.com/privacy.html
jsdelivr;https://www.jsdelivr.com/terms/privacy-policy-jsdelivr-net
Justpremium;https://justpremium.com/terms-conditions/?section=privacy_policy
Justtag Nordics Oy;https://audiencefinder.justtag.com/privacy
Justtag Sp. z o.o.;https://justtag.com/PRIVACY_POLICY.pdf
JustWatch;https://www.justwatch.com/uk/imprint
JW Player;https://www.jwplayer.com/privacy/
JYSK LINNEN'N FURNITURE OÜ;https://www.jysk.ee/cookies
Kadam;https://www.kadam.net/ru/privacy-policy
Kaden;https://kaden.ai/privacy-policy/
Kairos Fire;https://www.kairosfire.com/legal-notice/
Kameleoon SAS;https://developers.kameleoon.com/local-storage.html#list-of-collected-data
Kamino Retail;https://www.kaminoretail.com/privacy-policy
Kantar;https://www.kantar.com/Cookies-Policies
Kargo Global Inc.;https://kargo.com/privacy
Kaufda;https://www.kaufda.de/Datenschutz
KAYAK;https://www.kayak.com/privacy
Kayzen;https://kayzen.io/data-privacy-policy
KEEN;https://www.ingenio.com/privacypolicy
Kelkoo;https://www.kelkoo.fr/info-societe/politique-confidentialite
KeyCDN;https://www.keycdn.com/gdpr
Keymantics;https://www.keymantics.com/assets/privacy-policy.pdf
Kidoz;https://kidoz.net/gdpr/
Kidoz Inc.;https://kidoz.net/privacy-policies
Kimia Group;https://kimiagroup.com/en/privacy-policy.html
Kindred Soul Ltd;https://event.kindred.co/privacy-policy
Kinesso;https://kinesso.com/privacy-center/
Kiosked;http://kiosked.com/privacy-policy
Knorex;https://www.knorex.com/privacy
Kobler;https://kobler.no/privacy-policy
Kochava;https://www.kochava.com/support-privacy/
KÖNIGSTEINER digital GmbH;https://www.koenigsteiner.digital/datenschutz
Koninklijke Philips N.V.;https://www.philips.com/a-w/privacy-notice.html#triggername=info_how_we_protect_data
Konodrac S.L.;https://konodrac.com/privacy-policy/
KPI Solutions;https://www.adv.admeme.net/en/privacy/optout.html
Krush Media LLC;https://krushmedia.com/privacy-policy/
Kubico;https://kubico.com/privacy-policy/
Kubient;https://kubient.com/privacy-policy/
Kueez Entertainment Ltd.;https://weare.kueez.com/legal-center/privacy-policy
Kupona;https://www.kupona.de/datenschutz
Kwanko;http://www.kwanko.com/gdpr
Kwanza DSP;https://kwanza.co.tz/gdpr-compliance
Kwanzoo;https://www.kwanzoo.com/gdpr
Lacuna;https://lacunads.ushareit.com/policy.html
LANDS' END;https://www.landsend.com/customerservice/legal_policies/privacy/
lead alliance GmbH;https://www.lead-alliance.net/dataprotection
LeadBolt;https://www.leadbolt.com/privacy
Leadoo Marketing Technologies Ltd;https://leadoo.com/privacy-policy/
LeadsRx;https://leadsrx.com/gdpr
Lemma Media Inc;https://lemmamedia.com/privacy-policy/
LendGo & Innovative Metrics;https://ads.innovativeadserver.com/gdrp
LendingTree;https://www.lendingtree.com/legal/privacy-policy
Lentainform;https://partner.lentainform.com/privacy-policy/
LIDL SUPERMERCADOS, S.A.U.;https://www.lidl.es/es/politica-de-privacidad/s797
Lifesight;https://www.lifesight.io/privacy-policy-eng/
LifeStreet;http://www.lifestreet.com/privacy
Liftoff;https://liftoff.io/privacy-policy/
Ligatus;https://www.ligatus.com/en/privacy-policy
LightBoxTV;https://www.lightboxtv.co.uk/privacy
LINE;https://terms.line.me/line_rules
LINK Institut;http://www.link.ch/privacy
LinkedIn;https://www.linkedin.com/legal/privacy-policy
Linkstorm;https://www.linkstorm.net/privacy/
LiquidM;https://liquidm.com/privacy-policy/
ListenLoop;https://listenloop.com/user-consent-policy
Listonic Sp. z o.o.;https://listonic.com/privacy/
Live Data Solutions SL;https://www.livedata-solutions.com/politique-de-confidentialite
LiveIntent;https://liveintent.com/services-privacy-policy/
LivelyImpact;http://www.livelyimpact.com/privacy-policy.html
LivePartners;https://www.livepartners.com/confidentiality.html
LiveRamp;https://liveramp.com/service-privacy-policy/
Livewrapped;https://console.livewrapped.com/documents/Livewrapped-PrivacyPolicy.pdf
LKQD;https://www.nexstardigital.com/privacy/
LnData;https://www.admaster.com.cn/en/about_us/privacy
Loblaw Media;https://www.loblaw.ca/en/privacy-policy/
Localsensor;https://www.localsensor.com/privacy.html
Localstars;https://www.localstars.com/localstars-privacy-policy
Location Sciences;https://www.locationsciences.ai/privacy-policy/
Logiq Digital Marketing;https://rebelai.com/gdpr
LOKA Research;https://lokaplatform.com/privacy/
Loop Now Technologies Inc.;https://firework.com/legal/privacypolicy/
Loopa;http://www.signifimedia.com.au/home/privacy
LoopMe;https://loopme.com/privacy/
Lotame;https://www.lotame.com/about-lotame/privacy/
LotLinx®;https://lotlinx.com/wp-content/uploads/LotLinx-Privacy-Statement.pdf
Louder;http://louder.com.au/privacy/
Lucid;https://luc.id/gdpr
Lucidity;https://golucidity.com/privacy-policy/
Luna Media Group;https://lunamedia.io/privacy-policy/
Lupon Media;https://luponmedia.com/privacy-policy
M,P,NEWMEDIA,;https://www.mp-newmedia.com/datenschutz
M32 Connect Inc;https://m32connect.com/privacy-consent-management/privacy-cookie-policy/
Machine Advertising;https://f.hubspotusercontent40.net/hubfs/5138747/Website_Assets/Policies/Privacy_Policy.pdf?hsLang=en
Macromill group;https://www.metrixlab.com/privacy-statement/
MADGIC;https://www.madgic.com/privacy-and-protection-policy/
MADINAD;https://madinad.com/privacy-policy/
Madington;https://delivered-by-madington.com/dat-privacy-policy/
Madison Logic, Inc.;https://www.madisonlogic.com/privacy/
MADVERTISE MEDIA;https://developers.bluestack.app/privacy-policy
Maelico LTD;https://hyperaudience.com/privacy_policy
Magnite;https://www.magnite.com/legal/advertising-platform-privacy-policy/
Magnite, Inc. (Carbon AI Limited);https://www.magnite.com/legal/advertising-technology-privacy-policy/
Mail.ru;https://help.mail.ru/mail-help/UA
MainADV;http://www.mainad.com/privacy-policy
Malaberg Ltd;https://madisondsp.com/privacy-policy/
Manage.com;https://www.manage.com/privacy-policy/
Marfeel Solutions, SL;https://community.marfeel.com/t/marfeel-com-privacy-policy/10383?_gl=1*1xgxg01*_gcl_au*NTk1NDkyOTE5LjE3MTUwMTExOTE.
Marfeel Solutions, SL (Compass);https://community.marfeel.com/t/marfeel-saas-privacy-policy/7500
Market Points, Inc.;http://www.marketpointsinc.com/privacy.html
MarketCast LLC;https://marketcast.com/privacy-policy/
Marketing Science Consulting Group, Inc.;http://mktsci.com/privacy_policy.htm
Marketing Town;https://m-t.io/privacy
MARKETPERF CORP;https://www.marketperf.com/assets/images/app/marketperf/pdf/privacy-policy.pdf
Markit;https://www.markitdigital.com/products/ads/privacy-policy/
Mars Media Group;https://mars.media/privacy-policy
Mashero;http://www.mashero.com/en/privacy-protection
Maverick;https://www.mvrck.co.jp/privacy/about-targeting-ad/
MaxCDN;https://www.stackpath.com/legal/privacy-statement/
Maxetise AB;https://maxetise.net/privacy-policy.html
Maytrics;https://www.maytrics.com/privacy.php
MEDIA FORCE COMMUNICATIONS (2007) LTD;https://comparisons.org/privacy.php
Media Lab Limited;http://www.medialab.group/index.html#privacycenter
Media-Micro-Census GmbH;https://www.agma-mmc.de/datenschutz
Media.net;https://www.media.net/en/privacy-policy
Media16 ltd;https://media16.tv/privacy-policy/
MediaGo;https://www.mediago.io/policy/
Mediahead;https://www.mediahead.com/privacy-policy
mediaintelligence;https://mediaintelligence.de/privacy-policyeng.do
Medialabs;https://medialabs.es/privacy-policy
MediaMath;http://www.mediamath.com/privacy-policy/
MEDIAMETRIE;https://www.mediametrie.fr/en/management-cookies
MEDIAN;https://www.median.eu/en/?page_id=257/
MediaPal;http://mediapal.net/gdpr-compliance
Mediarithmics;https://www.mediarithmics.com/en/data-privacy.html
mediasmart;https://mediasmart.io/privacy/
Mediavine, Inc.;https://www.mediavine.com/privacy-policy
MediaWallah;http://mediawallah.com/privacy-policy/
MEDIAWAYSS Sp. z o.o.;https://vidverto.io/privacy-policy/
Melvad;https://melvad.com/policy
Memob Plus FZ LLC;https://memob.com/privacy-policy/
Mercado Livre;https://www.mercadolivre.com.br/privacidade/declaracao-privacidade
Merkury;https://www.merkle.com/getting-know-your-privacy-rights/privacy-notice
Meta;https://www.facebook.com/about/privacy/update
MetaAds;https://metaads.io/user-privacy-policy/
Metalyzer;https://metapeople.com/datenschutz/
METAX SOFTWARE PTE.LTD.;https://metaxsoft.com/privacy-policy/
Metrike;https://metrike.com/index.php/privacy-policy/
mFilterIt;https://www.mfilterit.com/privacy-policy/
MG-Comm;https://www.mg-comm.com/privacy-policy/
MGID Inc.;https://www.mgid.com/privacy-policy
MHU;http://adprov.io/privacy-policy/
MI DSP;http://whiteboxdigital.ru/policy.pdf
MI LI TECHNOLOGY CO., LIMITED;https://milimili.ai/privacyPolicy.html
Miaozhen Systems;http://www.miaozhen.com/index.php/EN/Index/articontent/articleid/202.html
MicroAd;https://www.microad.co.jp/privacy/
Microsoft;https://privacy.microsoft.com/en-us/privacystatement
Milanoo;https://www.milanoo.com/help/index-id-1459-childcat-2043.html
Millemedia;https://www.millemedia.de/datenschutz/
Mindlytix SAS;https://mindlytix.com/privacy/
MindTake Research;https://www.mindtake.com/en/reppublika-privacy-policy
MiQ;https://www.wearemiq.com/privacy-and-compliance
Mirando GmbH & Co KG;https://get.mirando.de/download/gdpr.php
MISSENA;https://missena.com/privacy
Mixmarket Affiliate Network;http://mixmarket.biz/confidential/
Mixpo;http://www.netsertive.com/privacy-policy/
MMG;https://themoneydaily.com/privacy-policy/
Mobfox;https://www.mobfox.com/gdpr/
Mobian;https://themobian.com/privacy/
Mobidriven;https://greengreyholding.com/static/policy.pdf
mobilcom-debitel;https://www.mobilcom-debitel.de/legal/datenschutz/
Mobile Innovations;http://paypersale.ru/index/optout
Mobilewalla, Inc.;https://www.mobilewalla.com/business-services-privacy-notice-2023
Mobility-Ads GmbH;https://mobility-ads.de/datenschutz/
Mobinner;https://mobinner.com/end-user-privacy-policy.html
Mobitech LTD;https://mobitech.io/privacy.html
Mobitrans;http://www.mobitrans.net/privacy-policy/
Mobkoi;https://www.mobkoi.com/Ad-Platform-Privacy-Policy.pdf
Mobpro;http://mobpro.com/privacy.html
MOBSUCCESS;https://www.mobsuccess.com/en/privacy
Mobusi;https://www.mobusi.com/privacy.en.html
Mobvista/Mintegral;https://www.mintegral.com/en/privacy
modellbau universe GbR;https://www.modellbau-universe.de/datenschutz.htm
ModiFace;https://modiface.com/legal/privacy.htm
Moloco Ads;https://www.moloco.com/advertising-policy
MoMAGIC;https://www.momagic.com/privacy-policy/
Momento, Inc.;https://momento.team/privacy-policy
Momentum;https://www.m0mentum.co.jp/ja/privacy-policy.html
Monet Engine Inc.;https://adaptmx.com/privacy-policy/
MOOT TECHNOLOGY LTD;https://www.liftdsp.com/privacy-policy
MoPub (a division of Twitter, Inc.);https://www.mopub.com/en/gdpr
Movable Ink;https://movableink.com/legal/privacy
Mozoo;https://www.mozoo.com/privacy-policy
MSI-ACI;https://site.msi-aci.com/Home/Privacy
MT-TECHNOLOGIES LLC;https://static.wi-fi.ru/docs/offers/offer_portal.pdf
MYGARU UKR;https://mygaru.com/privacy-policy
MyTraffic;https://www.mytraffic.io/en/privacy
N.Rich Technologies Inc.;https://nrich.io/privacy-notice
N2;https://n2.fi/privacy-policy/
Nano Interactive;http://www.nanointeractive.com/privacy
Natív Hirdetés Korlátolt Felelősségű Társaság;https://related.hu/en/privacy-policy
Native Touch;https://nativetouch.com/privacy-policy/
NativeAds.com;https://nativeads.com/privacy-policy.php
nativeMsg;https://nativemsg.com/platform-privacy-policy/
Nativery Srl;https://www.nativery.com/privacy-en/?
Nativo, Inc.;https://www.nativo.com/privacy-policy
Navegg;https://www.navegg.com/en/privacy-policy/
NBCUniversal Media LLC;https://www.nbcuniversal.com/privacy
NC Audience Exchange, LLC ;https://www.ncaudienceexchange.com/privacy/
NDS Sales Inc;https://nextmillennium.io/privacy-policy/
Near Intelligence Pte. Ltd.;https://near.com/privacy-policy/
Neodata Group;https://www.neodatagroup.com/en/security-policy
NEORY GmbH;https://www.neory.com/privacy.html
Net Info;https://www.netinfocompany.bg/privacy.php
NETBET;https://affiliates.netbet.gr/en/terms-conditions.html
Netflix;http://www.netflix.com/google-3PAS-info
Netpoint Media GmbH;https://www.netpoint-media.de/technik/datenschutz
Netquest;https://www.nicequest.com/us/privacy
Netscore;http://netscore.pl/polityka-prywatnosci/
NetSuccess;https://www.inres.sk/optout/index_sk.html
Neural.ONE;https://web.neural.one/privacy-policy/
Neustar;https://www.home.neustar/privacy
Newsroom AI;https://studio.nws.ai/terms
NEXD;https://nexd.com/privacy-policy/
NexInsight LLC;https://nexinsight.com.ua/privacy-policy/
Next;https://www.next.co.uk/privacy
Next Level – Affiliate Marketing;https://nextlevel.sl/datenschutz/
Next Media;https://get.next14.com/docs/platform_privacy_policy_SIGNALS_it.html
Next Millennium Media INC;https://nextmillennium.io/privacy-policy/
NextRoll, Inc.;https://www.nextroll.com/privacy
Nexus Soft;https://www.nexus-soft.org/index/privacy
Nexx360;https://nexx360.io/en/privacy-policy-and-cookies/
Nielsen;https://www.nielsen.com/us/en/legal/privacy-statement/digital-measurement/
Nielsen International SA;https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/
Nimbus;http://www.adsbynimbus.com/privacy-policy
NinaData Oy;https://ninadata.io/privacy-policy/
NinthDecimal;https://www.ninthdecimal.com/privacy/
Njuice AB;https://squidapp.co/privacy-policy-2/
NoBid, Inc.;https://www.nobid.io/privacy-policy/
Nomura;https://www.nomuraholdings.com/policy/privacy.html
Nordic Data Resources AS;https://www.nordicdataresources.com/terms-of-service
Nordisk Film A/S;http://adnordic.eu/privacypolicy.html
Nørgård Mikkelsen A/S;https://www.nmic.dk/privatlivspolitik?hsLang=da-dk
Norstat;https://www.norstatpanel.com/data-protection
Notify;https://fr.notify-group.com/mentions-legales
Novatiq limited ;https://novatiq.com/privacy-policy/
Novem;http://www.novem.pl/doc/Novem_polityka_prywatnosci.pdf
Nowbetnow;https://www.nowbetnow.com/privacy.php
